Publication Year;Title;Author;Venue;Included?;IC1;IC2;IC3;EC1;EC2;EC3;EC4;EC5;EC6;Source;Rationale;;
2018;Uncovering HTTP header inconsistencies and the impact on desktop/mobile websites;"Mendoza, Abner; Chinprutthiwong, Phakpoom; Gu, Guofei;";Proceedings of the 2018 World Wide Web Conference;No;;FALSO;;;;;;;;OriginalStudy;"They conducted an systematic measurement study of inconsistencies between mobile and desktop HTTP security response
configuration in the top 70,000 websites.
They look at inconsistencies between mobile and desktop website http headers. However we can consider this more server based.";;
2013;How to reduce smartphone traffic volume by 30%?;"Qian, Feng; Huang, Junxian; Erman, Jeffrey; Mao, Z Morley; Sen, Subhabrata; Spatscheck, Oliver;";International Conference on Passive and Active Network Measurement;No;;FALSO;;;;;;;;OriginalStudy;"They investigate the feasibility of redundancy elimination
for today’s smartphone traffic, using packet traces collected from 20 real mobile users
for five months. For various RE techniques including caching, file compression, delta
encoding, and packet stream compression,
They do not report runtime characteristics of mobile web apps. Focus is more on applying techniques on gathered traces to see how traffic could be optimized in the future.";;
2019;Web experience in mobile networks: Lessons from two million page visits;"Rajiullah, Mohammad; Lutu, Andra; Khatouni, Ali Safari; Fida, Mah-Rukh; Mellia, Marco; Brunstrom, Anna; Alay, Ozgu; Alfredsson, Stefan; Mancuso, Vincenzo;";The World Wide Web Conference;Yes;VERO;VERO;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;OriginalStudy;;;
2015;Measurement and analysis of mobile web cache performance;"Ma, Yun; Liu, Xuanzhe; Zhang, Shuhui; Xiang, Ruirui; Liu, Yunxin; Xie, Tao";Proceedings of the 24th International Conference on World Wide Web;Yes;VERO;VERO;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;OriginalStudy;;;
2019;AMP up your Mobile Web Experience: Characterizing the Impact of Google's Accelerated Mobile Project;"Jun, Byungjin; Bustamante, Fabián E; Whang, Sung Yoon; Bischof, Zachary S;";The 25th Annual International Conference on Mobile Computing and Networking;Yes;VERO;VERO;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;OriginalStudy;;;
2020;Need for Mobile Speed: A Historical Analysis of Mobile Web Performance;"Nejati, Javad; Luo, Meng; Nikiforakis, Nick; Balasubramanian, Aruna";;Yes;VERO;VERO;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;OriginalStudy;;;
2015;Demystifying the imperfect client-side cache performance of mobile web browsing;"Liu, Xuanzhe; Ma, Yun; Liu, Yunxin; Xie, Tao; Huang, Gang;";IEEE Transactions on Mobile Computing;Yes;VERO;VERO;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;OriginalStudy;;;
2019;Understanding Quality of Experiences on Different Mobile Browsers;"Tian, Deyu; Ma, Yun;";Proceedings of the 11th Asia-Pacific Symposium on Internetware;Yes;VERO;VERO;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;OriginalStudy;;;
2015;What is wrecking your data plan? a measurement study of mobile web overhead;"Mendoza, Abner; Singh, Kapil; Gu, Guofei";2015 IEEE Conference on Computer Communications (INFOCOM), IEEE;Yes;VERO;VERO;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;OriginalStudy;;;
2017;Privacy as a proxy for Green Web browsing: Methodology and experimentation;"d’Ambrosio, Salvatore; De Pasquale, Salvatore; Iannone, Gerardo; Malandrino, Delfina; Negro, Alberto; Patimo, Giovanni; Scarano, Vittorio; Spinelli, Raffaele; Zaccagnino, Rocco;";Computer Networks;Yes;VERO;VERO;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;OriginalStudy;;;
2016;Caching doesn't improve mobile web performance (much);"Vesuna, Jamshed; Scott, Colin; Buettner, Michael; Piatek, Michael; Krishnamurthy, Arvind; Shenker, Scott;";2016 {USENIX} Annual Technical Conference ({USENIX}{ATC} 16);Yes;VERO;VERO;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;OriginalStudy;;;
2014;Characterizing cache usage for mobile web applications;"Ma, Yun; Lu, Xuan; Zhang, Shuhui; Liu, Xuanzhe;";Proceedings of the 6th Asia-Pacific Symposium on Internetware on Internetware;Yes;VERO;VERO;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;OriginalStudy;;;
2014;Experimental study of energy and bandwidth costs of web advertisements on smartphones;"Albasir, Abdurhman; Naik, Kshirasagar; Plourde, Bernard; Goel, Nishith;";6th International Conference on Mobile Computing, Applications and Services;Yes;VERO;VERO;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;OriginalStudy;;;
2016;Web browser workload characterization for power management on HMP platforms;"Peters, Nadja; Park, Sangyoung; Chakraborty, Samarjit; Meurer, Benedikt; Payer, Hannes; Clifford, Daniel;";2016 International Conference on Hardware/Software Codesign and System Synthesis (CODES+ ISSS);Yes;VERO;VERO;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;OriginalStudy;;;
2014;Characterizing resource usage for mobile web browsing;"Qian, Feng; Sen, Subhabrata; Spatscheck, Oliver;";Proceedings of the 12th annual international conference on Mobile systems, applications, and services;Yes;VERO;VERO;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;OriginalStudy;;;
2011;Why are web browsers slow on smartphones?;"Wang, Zhen; Lin, Felix Xiaozhu; Zhong, Lin; Chishtie, Mansoor;";Proceedings of the 12th Workshop on Mobile Computing Systems and Applications;Yes;VERO;VERO;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;OriginalStudy;;;
2020;Mobile web browsing under memory pressure;"Qazi, Ihsan Ayyub; Qazi, Zafar Ayyub; Benson, Theophilus A; Murtaza, Ghulam; Latif, Ehsan; Manan, Abdul; Tariq, Abrar;";ACM SIGCOMM Computer Communication Review;Yes;VERO;VERO;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;OriginalStudy;;;
2020;Investigating the correlation between performance scores and energy consumption of mobile web apps;"Chan-Jong-Chu, Kwame; Islam, Tanjina; Exposito, Miguel Morales; Sheombar, Sanjay; Valladares, Christian; Philippot, Olivier; Grua, Eoin Martino; Malavolta, Ivano;";Proceedings of the Evaluation and Assessment in Software Engineering;Yes;VERO;VERO;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;OriginalStudy;;;
2013;Performance analysis of web-browsing speed in smart mobile devices;"Kim, Yu-Doo; Moon, Il-Young";International Journal of Smart Home;Yes;VERO;VERO;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;OriginalStudy;;;
2010;Analysis of the energy consumption of javascript based mobile web applications;"Miettinen, Antti P; Nurminen, Jukka K";International Conference on Mobile Lightweight Wireless Systems, Springer;Yes;VERO;VERO;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;OriginalStudy;;;
2018;The Web for Underpowered Mobile Devices: Lessons Learned from Google Glass;"Chauhan, Jagmohan; Kaafar, Mohamed Ali; Mahanti, Anirban;";IEEE Internet Computing;Yes;VERO;VERO;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;OriginalStudy;;;
2015;Refining Mobile Web Design for Reducing Energy Consumption of Mobile Terminals;"Ihara, Takuya; Doki, Suguru; Ogishi, Tomohiko; Tang, Suhua; Obana, Sadao;";2015 9th International Conference on Next Generation Mobile Applications, Services and Technologies;Yes;VERO;VERO;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;OriginalStudy;;;
2020;From 6.2 to 0.15 seconds–an Industrial Case Study on Mobile Web Performance;"van Riet, Jasper; Paganelli, Flavia; Malavolta, Ivano;";2020 IEEE International Conference on Software Maintenance and Evolution (ICSME);Yes;VERO;VERO;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;OriginalStudy;;;
2017;Push or request: An investigation of HTTP/2 server push for improving mobile performance;"Rosen, Sanae; Han, Bo; Hao, Shuai; Mao, Z Morley; Qian, Feng;";Proceedings of the 26th International Conference on World Wide Web;Yes;VERO;VERO;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;OriginalStudy;;;
2017;An empirical study of power consumption of web-based communications in mobile phones;"Ayala, Inmaculada; Amor, Mercedes; Fuentes, Lidia; Munoz, Daniel";2017 IEEE 15th Intl Conf on Dependable, Autonomic and Secure Computing, 15th Intl Conf on Pervasive Intelligence and Computing, 3rd Intl Conf on Big Data Intelligence and Computing and Cyber Science and Technology Congress (DASC/PiCom/DataCom/CyberSciTech), IEEE;Yes;VERO;VERO;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;OriginalStudy;;;
2013;mBenchLab: Measuring QoE of Web applications using mobile devices;"Cecchet, Emmanuel; Sims, Robert; He, Xin; Shenoy, Prashant";2013 IEEE/ACM 21st International Symposium on Quality of Service (IWQoS), IEEE;Yes;VERO;VERO;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;OriginalStudy;;;
2012;Evaluation of techniques for web 3d graphics animation on portable devices;"Kapetanakis, Kostas; Panagiotakis, Spyros;";2012 International Conference on Telecommunications and Multimedia (TEMU);Yes;VERO;VERO;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;OriginalStudy;;;
2008;Measuring AJAX Performance on a GPRS Mobile Platform;"Xie, Feng; Parsons, David;";Citeseer;Yes;VERO;VERO;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;OriginalStudy;;;
2019;An energy efficiency study of web-based communication in android phones;"Ayala, Inmaculada; Amor, Mercedes; Fuentes, Lidia;";Scientific Programming;Yes;VERO;VERO;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;OriginalStudy;;;
2016;An In-depth study of Mobile Browser Performance;Nejati, Javad and Balasubramanian, Aruna;Proceedings of the 25th International Conference on World Wide Web;Yes;VERO;VERO;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;OriginalStudy;;;
2012;Who killed my battery: Analyzing mobile browser energy consumption;Thiagarajan, Narendran and Aggarwal, Gaurav and Nicoara, Angela and Boneh, Dan and Singh, Jatinder Pal;Proceedings of the 21st international conference on World Wide Web;Yes;VERO;VERO;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;OriginalStudy;;;
2020;Evaluating the Impact of Caching on the Energy Consumption and Performance of Progressive Web Apps;Malavolta, Ivano and Chinnappan, Katerina and Jasmontas, Lukas and Gupta, Sarthak and Soltany, Kaveh Ali Karam;Proceedings of the IEEE/ACM 7th International Conference on Mobile Software Engineering and Systems;Yes;VERO;VERO;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;OriginalStudy;;;
2017;Assessing the Impact of Service Workers on the Energy Efficiency of Progressive Web Apps;Malavolta, Ivano and Procaccianti, Giuseppe and Noorland, Paul and Vukmirovic, Petar;2017 IEEE/ACM 4th International Conference on Mobile Software Engineering and Systems (MOBILESoft);Yes;VERO;VERO;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;OriginalStudy;;;
2021;Web and mobile-based symptom management interventions for physical symptoms of people with advanced cancer: A systematic review and meta-analysis ; Seyedehtanaz Saeidzadeh, Vijayvardhan Kamalumpundi, Nai-Ching Chi, Rajeshwari Nair, Stephanie Gilbertson-White;Palliative Medicine;No;FALSO;FALSO;FALSO;FALSO;FALSO;VERO;FALSO;FALSO;FALSO;UpdatedSearch;Focus is not on the mobile web, is a secondary study;;
2021;An Analysis of Web Tracking Domains in Mobile Applications;Brian Krupp, Josh Hadden, Malik Matthews;13th International ACM Conference on Web Science;No;FALSO;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;UpdatedSearch;Focus is on mobile native apps;;
2021;Measurement-based Experiments on the Mobile Web: A Systematic Mapping Study;Omar de Munk, Ivano Malavolta;25th International Conference on Evaluation and Assessment in Software Engineering;No;VERO;FALSO;VERO;FALSO;FALSO;VERO;FALSO;FALSO;FALSO;UpdatedSearch;Original study;;
2021;Designing Local Assessment Workshops and Web-Mobile Applications for Facilitating the Workshop;Ken-ichiro Yabu, Takahiro Miura, Tomoko Segawa, Yuki Murakami, Tetsuya Nakahashi;18th International Conference promoted by the IFIP Technical Committee 13 on Human–Computer Interaction;No;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;UpdatedSearch;Does not focus on mobile web, main contribution is not an empirical evaluation.;;
2021;Assessing the Feasibility of Web-Request Prediction Models on Mobile Platforms;Yixue Zhao, Siwei Yin, Adriana Sejfia, Marcelo Schmitt Laser, Haoyu Wang, Nenad Medvidovic;8th International Conference on Mobile Software Engineering and Systems;No;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;UpdatedSearch;Does not use runtime data, does not collect runtime metrics.;;
2021;Mobile Application and Web 2.0 as an E-Participation Mechanism: A Literature Analysis.;Halimah Abdul Manaf, Mohamad Nur Salam Man;International Journal of Interactive Mobile Technologies;No;VERO;FALSO;FALSO;FALSO;FALSO;VERO;FALSO;FALSO;FALSO;UpdatedSearch;Secondary study;;
2021;COMPARATIVE ANALYSIS ON MOBILE NATIVE APPS AND MOBILE WEB APPS;D Abubakar;BAKOLORI JOURNAL OF GENERAL STUDIES;No;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;UpdatedSearch;Does not focus on mobile web, main contribution is not an empirical evaluation.;;
2021;Web and Mobile Security Assessment in Accenture;Angelo Turco;Master thesis;No;FALSO;FALSO;FALSO;VERO;FALSO;VERO;VERO;VERO;VERO;UpdatedSearch;Not in english, master thesis, does not conduct an empirical study;;
2021;Applicazioni mobile e web app nell'ambito della ristorazione: analisi e progettazione di nuove funzionalità = Mobile and web applications in the catering service: analysis and design of new features ;Lucia Romano;Master thesis;No;FALSO;FALSO;FALSO;VERO;FALSO;VERO;VERO;VERO;VERO;UpdatedSearch;Not in english, master thesis, does not conduct an empirical study;;
2020;Analysis of Documents Published on Mobile Technology of Hearing Impaired in Web of Science Database;Zeynep Genc, Alfiya R. Masalimova, Elmira R. Khairullina, Valentin V. Matvienko, Anna A. Larionova, Andrey A. Tyazhelnikov, Albina R. Shaidullina;International Journal of Emerging Technology in Learning;No;FALSO;FALSO;FALSO;FALSO;FALSO;VERO;FALSO;FALSO;FALSO;UpdatedSearch;Does not focus on mobile web, secondary study.;;
2020;MOBILE-WEB-BASE VOLUNTEERED GEOGRAPHIC INFORMATION APPLICATION AND GEOMETRIC ACCURACY ANALYSIS FOR TRAFFIC ACCIDENTS;Hacer Kübra Sevinç, Ismail Rakıp Karaş, Emrullah Demiral;5th International Conference on Smart City Applications ;No;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;UpdatedSearch;Does not focus on mobile web, main contribution is not an empirical evaluation.;;
2020;Quality of experience-aware user allocation in edge computing systems: A potential game;Phu Lai, Qiang He, Guangming Cui, Feifei Chen, Mohamed Abdelrazek, John Grundy, John Hosking, Yun Yang;40th International Conference on Distributed Computing Systems;No;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;Updated 1st round forward Snowballing;Main contribution is not an empirical evaluation;;
2020;Revealing qoe of web users from encrypted network traffic;Alexis Huet, Antoine Saverimoutou, Zied Ben Houidi, Hao Shi, Shengming Cai, Jinchun Xu, Bertrand Mathieu, Dario Rossi;2020 IFIP Networking Conference ;No;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;Updated 1st round forward Snowballing;Main contribution is not an empirical evaluation;;
2020;Are you on mobile or desktop? on the impact of end-user device on web qoe inference from encrypted traffic;Sarah Wassermann, Pedro Casas, Zied Ben Houidi, Alexis Huet, Michael Seufert, Nikolas Wehner, Joshua Schüler,Shengming Cai,Hao Shi,Jinchun Xu,Tobias Hossfeld,Dario Rossi;16th International Conference on Network and Service Management ;No;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;Updated 1st round forward Snowballing;Main contribution is not an empirical evaluation;;
2020;Mobile Network Performance during the COVID-19 Outbreak from a Testbed Perspective;Mohammad Rajiullah, Ali Safari Khatouni, Cise Midoglu, Özgü Alay, Anna Brunstrom, Carsten Griwodz;14th International Workshop on Wireless Network Testbeds, Experimental evaluation & Characterization;No;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;Updated 1st round forward Snowballing;Does not report a measurement based experiment of data collected at runtime. ;;
2021;Cellular Network Radio Monitoring and Management through Virtual UE Probes: A Study Case Based on Crowded Events;Eduardo Baena, Sergio Fortes, Özgü Alay, Min Xie, Håkon Lønsethagen, Raquel Barco;Sensors;No;FALSO;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;Updated 1st round forward Snowballing;Does not report a measurement based experiment on the mobile web.;;
2021;Surrounded by the Clouds;"Lorenzo Corneo, Maximilian Eder, Nitinder Mohan, Aleksandr Zavodovski, Suzan Bayhan,
Walter Wong, Per Gunningberg, Jussi Kangasharju, Jörg Ott";30th The Web Conference;No;FALSO;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;Updated 1st round forward Snowballing;Does not report a measurement based experiment on the mobile web.;;
2021;Deployable models for approximating web QoE metrics from encrypted traffic;Alexis Huet, Antoine Saverimoutou, Zied Ben Houidi, Hao Shi, Shengming Cai, Jinchun Xu, Bertrand Mathieu, Dario Rossi;IEEE Transactions on Network and Service Management (;No;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;Updated 1st round forward Snowballing;Main contribution is not an empirical evaluation;;
2021;WebMythBusters: An In-depth Study of Mobile Web Experience;Seonghoon Park, Yonghun Choi, Hojung Cha;IEEE INFOCOM 2021 - IEEE Conference on Computer Communications;Yes;VERO;VERO;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;Updated 1st round forward Snowballing;;;
2021;Android vs. IOS: a comparative analysis over mobile operator infrastructures based on crowdsourced mobile dataset;Engin Zeydan ;Telecommunication Systems;No;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;Updated 1st round forward Snowballing;Does not report a measurement based experiment of data collected at runtime. ;;
2021;Surrounded by the Clouds: A Comprehensive Cloud Reachability Study;"Lorenzo Corneo, Maximilian Eder, Nitinder Mohan, Aleksandr Zavodovski, Suzan Bayhan,
Walter Wong, Per Gunningberg, Jussi Kangasharju, Jörg Ott";30th The Web Conference;No;FALSO;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;Updated 1st round forward Snowballing;Duplicate;;
2020;Detecting Degradation of Web Browsing Quality of Experience;Alexis Huet, Zied Ben Houidi, Bertrand Mathieu, Dario Rossi;16th International Conference on Network and Service Management;No;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;Updated 1st round forward Snowballing;Does not report a measurement based experiment of data collected at runtime. ;;
2021;Dissecting Performance of Production QUIC;Alexander Yu, Theophilus A. Benson;30th The Web Conference;No;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;Updated 1st round forward Snowballing;Does not report a measurement based experiment of data collected at runtime. ;;
2021;Measuring HTTP/3: Adoption and Performance;M Trevisan, D Giordano, I Drago, AS Khatouni;Airxv;No;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERO;FALSO;Updated 1st round forward Snowballing;Does not report a measurement based experiment of data collected at runtime. ;;
2021;An Open Dataset of Operational Mobile Networks;Ali Safari Khatouni, Martino Trevisan, Danilo Giordano, Mohammad Rajiullah, Stefan Alfredsson, Anna Brunstrom, Cise Midoglu, Özgü Alay;18th ACM Symposium on Mobility Management and Wireless Access;No;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;Updated 1st round forward Snowballing;Presents a dataset, not an experiment;;
2020;Characterizing Bottlenecks in Web Performance;Nejati, Javad. ;PhD Thesis;No;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERO;VERO;FALSO;Updated 1st round forward Snowballing;PhD thesis, does not report measurement based experiments;;
2020;Does More Bandwidth Really Not Matter (Much)?;Seraj Al Mahmud Mostafa, Mike P. Wittie, Utkarsh Goel;?;No;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERO;FALSO;Updated 1st round forward Snowballing;Does not report a measurement based experiment of data collected at runtime. ;;
2021;Monitoring and Analytics (Release B);?;Technical report;No;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERO;VERO;FALSO;Updated 1st round forward Snowballing;Technical report;;
2020;"How Good is your Mobile (Web) Surfing? Speed Index
Inference from Encrypted Traﬀic";"Sarah Wassermann, Pedro Casas, Michael Seufert, Nikolas Wehner, Joshua
Schuler, Tobias Hossfeld";SIGCOMM 2020;No;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;Updated 1st round forward Snowballing;Does not report a measurement based experiment on the mobile web.;;
2021;Marauder: synergized caching and prefetching for low-risk mobile app acceleration;Murali Ramanujam, Harsha V. Madhyastha, Ravi Netravali;19th Annual International Conference on Mobile Systems, Applications, and Services;No;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;Updated 1st round forward Snowballing;Focus is on mobile native apps;;
2021;Operating Systems for Resource-adaptive Intelligent Software: Challenges and Opportunities;Xuanzhe Liu, Shangguang Wang, Yun Ma, Ying Zhang, Qiaozhu Mei, Yunxin Liu, Gang Huang;ACM Transactions on Internet Technology;No;FALSO;FALSO;FALSO;FALSO;FALSO;VERO;FALSO;FALSO;FALSO;Updated 1st round forward Snowballing;Focus is not on mobile web apps, its a secondary study.;;
2021;Characterizing Embedded Web Browsing in Mobile Apps;Deyu Tian, Yun Ma, Aruna Balasubramanian, Yunxin Liu, Gang Huang, Xuanzhe Liu;IEEE Transactions on Mobile Computing ;Yes;VERO;VERO;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;Updated 1st round forward Snowballing;;;
2020;Accelerating Web Start-up with Resource Preloading;JiHwan Yeo, Jae-Hyeon Rim, ChangHyun Shin, Soo-Mook Moon;International Conference on Web Engineering 2020;No;VERO;FALSO;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;Updated 1st round forward Snowballing;Proposes a new preloading technique.;;
2020;Accelerating mobile web downloading through context-aware and cross-layer intelligence;Preng Quian;PhD Thesis;No;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;VERO;FALSO;FALSO;Updated 1st round forward Snowballing;Phd thesis;;
2021;Horcrux: Automatic JavaScript Parallelism for Resource-Efficient Web Computation;Shaghayegh Mardani, Ayush Goel, Ronny Ko, Harsha V. Madhyastha, Ravi Netravali;Usenix 2021;No;FALSO;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;Updated 1st round forward Snowballing;Focus is not on the mobile web;;
2021;WebMedic: Disentangling the Memory-Functionality Tension for the Next Billion Mobile Web Users;Usama Naseer, Theophilus A. Benson, Ravi Netravali;22nd International Workshop on Mobile Computing Systems and Applications;Yes;VERO;VERO;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;Updated 1st round forward Snowballing;;;
2021;"To Block or Not to Block: Accelerating Mobile Web
Pages On-The-Fly Through JavaScript Classification";Moumena Chaqfeh, Muhammad Haseeb, Waleed Hashmi, Patrick Inshuti, Manesha Ramesh, Matteo Varvello, Fareed Zaffar, Lakshmi Subramanian, Yasir Zaki;Airxv;No;VERO;VERO;VERO;FALSO;FALSO;FALSO;FALSO;VERO;FALSO;Updated 1st round forward Snowballing;Not peer reviewed;;
2020;Fawkes: Faster mobile page loads via app-inspired static templating;Shaghayegh Mardani, Mayank Singh, Ravi Netravali;"17th USENIX Symposium on Networked Systems Design  
and Implementation ";No;FALSO;FALSO;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;VERO;Updated 1st round forward Snowballing;Main contribution is not an empirical evaluation;;
2021;Muzeel: A Dynamic JavaScript Analyzer for Dead Code Elimination in Today's Web;Tofunmi Kupoluyi, Moumena Chaqfeh, Matteo Varvello, Waleed Hashmi, Lakshmi Subramanian, Yasir Zaki;Airxv;No;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERO;FALSO;Updated 1st round forward Snowballing;Proposes a new dead code removal technique;;
2021;Prominence-for-Data Schemes in Digital Platform Ecosystems: Implications for Platform Bias and Consumer Data Collection;M Bourreau, J Kraemer, J Hofmann;?;No;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERO;VERO;FALSO;Updated 1st round forward Snowballing;Not peer reviewed;;
2021;JSAnalyzer: A Web Developer Tool for Simplifying Mobile Pages Through JavaScript Optimizations;Moumena Chaqfeh, Jacinta Hu, Waleed Hashmi, Russel Coke, Lakshmi Subramanian, Yasir Zaki;Airxv;No;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERO;FALSO;Updated 1st round forward Snowballing;Not peer reviewed;;
?;AIS Electronic Library (AISeL);M Bourreau, J Hofmann, J Krämer;?;No;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERO;VERO;FALSO;Updated 1st round forward Snowballing;Not peer reviewed;;
?;Empirical Evidence of P2B Data Sharing [Working Title];J Krämer ;?;No;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERO;VERO;FALSO;Updated 1st round forward Snowballing;Not peer reviewed;;
?;Attacking mobile browsers with extensions;E Borel, R Sadre;?;No;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERO;VERO;FALSO;Updated 1st round forward Snowballing;Not peer reviewed;;
2021;Rethinking Client-Side Caching for the Mobile Web;Ayush Goel, Vaspol Ruamviboonsuk, Ravi Netravali, Harsha V. Madhyastha;22nd International Workshop on Mobile Computing Systems and Applications;No;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;Updated 1st round forward Snowballing;Proposes a new caching technique;;
2021;QoS-aware task placement with fault-tolerance in the edge-cloud;Huaiying Sun, Huiqun Yu, Guisheng Fan, Liqiong Chen;IEEE Access, IEEE;No;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;Updated 1st round forward Snowballing;Focus is not on mobile web apps, does not present experiments.;;
2021;Improving in-memory file system reading performance by fine-grained user-space cache mechanisms;Rong Gu, Chongjie Li,Haipeng Dai, Yili Luo, Xiaolong Xu, Shaohu Wan, Yihua Huang;Journal of Systems Architecture;No;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;Updated 1st round forward Snowballing;Proposes a new caching technique;;
2020;Energy Wars-Chrome vs. Firefox: Which browser is more energy efficient?;João de Macedo, João Aloísio, Nelson Gonçalves, Rui Pereira, João Saraiva;35th IEEE/ACM International Conference on Automated Software Engineering Workshops;No;FALSO;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;Updated 1st round forward Snowballing;Focus is on desktop web;;
2020;Hybrid and lightweight detection of third party tracking: Design, implementation, and evaluation;Federico Cozza, Alfonso Guarino, Francesco Isernia, Delfina Malandrino, Antonio Rapuano, Raffaele Schiavone, Rocco Zaccagnino;Computer Networks;No;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;Updated 1st round forward Snowballing;Focus is not on the mobile web;;
2020;The relationship between the facial expression of people in university campus and host-city variables;Hongxu Wei, Richard J. Hauer, Xuquan Zhai;Applied Sciences;No;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;Updated 1st round forward Snowballing;Focus is not on the mobile web;;
